id,l_33,l_70,l_101,l_4
doc003242,1,-1,-1,-1
doc003243,-1,-1,1,-1
doc003244,-1,-1,1,-1
doc003245,-1,-1,1,-1
doc003246,1,-1,-1,-1
doc003247,1,-1,-1,-1
doc003248,-1,-1,1,-1
doc003249,-1,-1,1,-1
doc003250,-1,-1,1,-1
doc003251,-1,-1,1,-1
doc003252,1,-1,-1,-1
doc003253,1,-1,-1,-1
doc003254,1,-1,-1,-1
doc003255,1,-1,-1,-1
doc003256,-1,1,-1,-1
doc003257,1,-1,-1,-1
doc003258,-1,-1,-1,-1
doc003259,-1,-1,1,-1
doc003260,-1,-1,1,-1
doc003261,1,-1,1,-1
doc003262,1,-1,-1,-1
doc003263,-1,1,-1,-1
doc003264,1,-1,-1,-1
doc003265,-1,1,-1,-1
doc003266,1,-1,1,-1
doc003267,-1,-1,-1,-1
doc003268,-1,1,-1,-1
doc003269,-1,1,-1,-1
doc003270,1,-1,1,1
doc003271,-1,-1,1,-1
doc003272,-1,1,-1,-1
doc003273,-1,1,-1,-1
doc003274,1,-1,-1,-1
doc003275,-1,-1,1,-1
doc003276,-1,-1,1,-1
doc003277,-1,-1,1,-1
doc003278,-1,-1,1,-1
doc003279,-1,-1,1,-1
doc003280,1,-1,1,-1
doc003281,-1,-1,1,-1
doc003282,1,-1,-1,-1
doc003283,1,-1,-1,1
doc003284,-1,1,-1,-1
doc003285,-1,-1,1,-1
doc003286,-1,1,-1,-1
doc003287,-1,-1,1,-1
doc003288,-1,1,-1,-1
doc003289,-1,1,-1,-1
doc003290,-1,1,-1,-1
doc003291,-1,1,-1,-1
doc003292,-1,1,-1,-1
doc003293,-1,1,-1,-1
doc003294,-1,1,-1,-1
doc003295,1,-1,-1,-1
doc003296,1,-1,-1,-1
doc003297,-1,1,-1,-1
doc003298,-1,1,-1,-1
doc003299,-1,1,-1,-1
doc003300,-1,-1,-1,-1
doc003301,-1,1,-1,-1
doc003302,-1,-1,1,-1
doc003303,-1,1,-1,-1
doc003304,-1,1,-1,-1
doc003305,-1,1,-1,-1
doc003306,-1,-1,1,-1
doc003307,1,-1,1,-1
doc003308,1,-1,1,-1
doc003309,-1,-1,1,-1
doc003310,-1,1,-1,-1
doc003311,-1,1,-1,-1
doc003312,-1,-1,1,-1
doc003313,-1,1,-1,-1
doc003314,1,1,-1,-1
doc003315,-1,1,-1,-1
doc003316,1,1,-1,-1
doc003317,1,1,-1,-1
doc003318,-1,-1,1,-1
doc003319,-1,-1,1,-1
doc003320,-1,1,-1,-1
doc003321,1,1,-1,-1
doc003322,-1,-1,1,-1
doc003323,-1,1,-1,-1
doc003324,1,1,-1,-1
doc003325,-1,-1,-1,-1
doc003326,-1,-1,-1,-1
doc003327,1,-1,-1,-1
doc003328,1,-1,-1,-1
doc003329,-1,-1,-1,-1
doc003330,-1,1,-1,-1
doc003331,1,-1,-1,1
doc003332,-1,-1,-1,-1
doc003333,1,-1,-1,-1
doc003334,-1,-1,1,-1
doc003335,1,-1,-1,-1
doc003336,1,-1,-1,-1
doc003337,-1,-1,1,-1
doc003338,-1,-1,-1,-1
doc003339,-1,-1,1,-1
doc003340,1,-1,1,-1
doc003341,1,-1,-1,-1
doc003342,-1,-1,1,-1
doc003343,-1,-1,1,-1
doc003344,1,-1,-1,-1
doc003345,-1,1,-1,-1
doc003346,-1,-1,1,-1
doc003347,-1,-1,1,-1
doc003348,-1,-1,-1,-1
doc003349,-1,1,-1,-1
doc003350,-1,-1,1,-1
doc003351,-1,-1,-1,-1
doc003352,-1,-1,1,-1
doc003353,-1,-1,1,-1
doc003354,-1,-1,1,-1
doc003355,1,-1,-1,-1
doc003356,-1,-1,1,-1
doc003357,-1,-1,1,-1
doc003358,1,1,-1,-1
doc003359,-1,-1,1,-1
doc003360,1,-1,-1,-1
doc003361,-1,-1,1,-1
doc003362,-1,-1,1,-1
doc003363,-1,-1,-1,-1
doc003364,-1,1,-1,-1
doc003365,-1,1,-1,-1
doc003366,-1,-1,1,-1
doc003367,-1,-1,-1,-1
doc003368,-1,-1,1,-1
doc003369,-1,1,-1,-1
doc003370,-1,-1,1,-1
doc003371,-1,-1,1,-1
doc003372,-1,-1,1,-1
doc003373,1,-1,-1,-1
doc003374,-1,1,-1,-1
doc003375,-1,-1,-1,-1
doc003376,1,-1,1,-1
doc003377,-1,-1,1,-1
doc003378,1,1,-1,-1
doc003379,-1,-1,-1,-1
doc003380,-1,-1,1,-1
doc003381,1,-1,-1,1
doc003382,-1,-1,-1,-1
doc003383,-1,-1,1,-1
doc003384,-1,-1,-1,-1
doc003385,-1,-1,1,-1
doc003386,1,-1,-1,1
doc003387,-1,-1,1,-1
doc003388,1,-1,-1,-1
doc003389,-1,1,-1,-1
doc003390,-1,-1,1,-1
doc003391,-1,1,-1,-1
doc003392,1,-1,1,-1
doc003393,1,-1,1,-1
doc003394,-1,1,-1,-1
doc003395,1,-1,-1,-1
doc003396,1,-1,1,-1
doc003397,-1,-1,-1,-1
doc003398,-1,1,-1,-1
doc003399,-1,-1,1,-1
doc003400,-1,-1,1,-1
doc003401,1,-1,-1,-1
doc003402,-1,1,-1,-1
doc003403,-1,-1,1,-1
doc003404,-1,-1,1,-1
doc003405,1,1,-1,-1
doc003406,-1,1,-1,-1
doc003407,-1,-1,-1,-1
doc003408,1,1,-1,-1
doc003409,1,-1,1,-1
doc003410,-1,-1,-1,-1
doc003411,-1,1,-1,-1
doc003412,-1,-1,-1,-1
doc003413,-1,-1,-1,-1
doc003414,-1,-1,1,-1
doc003415,1,-1,-1,-1
doc003416,-1,1,-1,-1
doc003417,1,-1,-1,1
doc003418,-1,-1,1,-1
doc003419,-1,1,-1,-1
doc003420,-1,-1,-1,-1
doc003421,-1,-1,-1,-1
doc003422,-1,-1,-1,-1
doc003423,-1,1,-1,-1
doc003424,-1,1,-1,-1
doc003425,1,-1,-1,-1
doc003426,-1,1,-1,-1
doc003427,-1,1,-1,-1
doc003428,-1,1,-1,-1
doc003429,1,1,-1,-1
doc003430,-1,1,-1,-1
doc003431,-1,1,-1,-1
doc003432,-1,-1,-1,-1
doc003433,-1,1,-1,-1
doc003434,1,1,-1,-1
doc003435,-1,1,-1,-1
doc003436,-1,1,-1,-1
doc003437,-1,1,-1,-1
doc003438,1,-1,-1,-1
doc003439,1,1,-1,-1
doc003440,-1,1,-1,-1
doc003441,1,-1,1,1
doc003442,1,-1,-1,1
doc003443,1,-1,-1,-1
doc003444,1,-1,-1,1
doc003445,-1,-1,-1,-1
doc003446,-1,1,-1,-1
doc003447,1,-1,-1,-1
doc003448,1,1,-1,-1
doc003449,1,-1,-1,1
doc003450,1,-1,-1,1
doc003451,1,-1,-1,1
doc003452,-1,-1,-1,-1
doc003453,1,-1,-1,-1
doc003454,1,-1,1,-1
doc003455,-1,-1,-1,-1
doc003456,-1,-1,1,-1
doc003457,-1,-1,-1,-1
doc003458,1,-1,-1,1
doc003459,1,1,-1,-1
doc003460,-1,-1,1,-1
doc003461,-1,-1,-1,-1
doc003462,1,-1,-1,1
doc003463,1,-1,-1,1
doc003464,-1,-1,-1,-1
doc003465,-1,-1,-1,-1
doc003466,-1,-1,-1,-1
doc003467,1,-1,-1,1
doc003468,1,-1,-1,1
doc003469,1,-1,-1,-1
doc003470,1,-1,-1,-1
doc003471,-1,1,-1,-1
doc003472,1,-1,-1,-1
doc003473,-1,1,-1,-1
doc003474,1,1,-1,-1
doc003475,-1,-1,1,-1
doc003476,-1,-1,1,-1
doc003477,-1,1,-1,-1
doc003478,1,1,-1,-1
doc003479,-1,1,-1,-1
doc003480,1,-1,-1,-1
doc003481,1,-1,1,1
doc003482,-1,1,-1,-1
doc003483,-1,-1,1,-1
doc003484,-1,1,-1,-1
doc003485,-1,-1,1,-1
doc003486,-1,1,-1,-1
doc003487,-1,1,-1,-1
doc003488,-1,1,-1,-1
doc003489,-1,1,-1,-1
doc003490,1,1,-1,-1
doc003491,-1,-1,-1,-1
doc003492,-1,-1,-1,-1
doc003493,-1,1,-1,-1
doc003494,-1,1,-1,-1
doc003495,-1,1,-1,-1
doc003496,-1,1,-1,-1
doc003497,-1,1,-1,-1
doc003498,-1,1,-1,-1
doc003499,1,-1,-1,1
doc003500,1,1,-1,-1
doc003501,1,1,-1,-1
doc003502,-1,1,-1,-1
doc003503,1,1,-1,-1
doc003504,-1,-1,1,-1
doc003505,-1,-1,-1,-1
doc003506,-1,1,-1,-1
doc003507,-1,1,-1,-1
doc003508,-1,1,-1,-1
doc003509,-1,1,-1,-1
doc003510,-1,1,-1,-1
doc003511,-1,1,-1,-1
doc003512,-1,-1,-1,-1
doc003513,-1,1,-1,-1
doc003514,1,-1,-1,-1
doc003515,1,-1,-1,1
doc003516,1,1,-1,-1
doc003517,-1,1,-1,-1
doc003518,-1,1,-1,-1
doc003519,-1,1,-1,-1
doc003520,-1,1,-1,-1
doc003521,-1,1,-1,-1
doc003522,-1,-1,1,-1
doc003523,-1,1,-1,-1
doc003524,-1,-1,1,-1
doc003525,1,-1,-1,1
doc003526,-1,-1,1,-1
doc003527,-1,-1,1,-1
doc003528,1,-1,-1,1
doc003529,1,-1,-1,1
doc003530,1,-1,-1,1
doc003531,1,-1,-1,1
doc003532,1,-1,-1,1
doc003533,1,-1,-1,-1
doc003534,1,-1,-1,-1
doc003535,1,-1,-1,-1
doc003536,-1,1,-1,-1
doc003537,-1,-1,1,-1
doc003538,-1,1,-1,-1
doc003539,1,-1,-1,1
doc003540,1,-1,-1,-1
doc003541,1,1,-1,-1
doc003542,1,-1,-1,-1
doc003543,-1,-1,-1,-1
doc003544,1,-1,-1,-1
doc003545,-1,1,-1,-1
doc003546,1,-1,-1,1
doc003547,-1,1,-1,-1
doc003548,1,-1,-1,-1
doc003549,-1,1,-1,-1
doc003550,-1,-1,1,-1
doc003551,1,-1,-1,1
doc003552,1,-1,-1,1
doc003553,-1,1,-1,-1
doc003554,1,-1,-1,-1
doc003555,-1,-1,1,-1
doc003556,-1,1,-1,-1
doc003557,1,-1,-1,-1
doc003558,-1,-1,1,-1
doc003559,1,-1,-1,-1
doc003560,1,-1,-1,-1
doc003561,1,-1,-1,-1
doc003562,1,-1,-1,1
doc003563,1,-1,1,-1
doc003564,1,-1,-1,1
doc003565,1,-1,-1,1
doc003566,1,-1,-1,-1
doc003567,1,-1,-1,-1
doc003568,1,-1,-1,1
doc003569,-1,1,-1,-1
doc003570,-1,-1,1,-1
doc003571,-1,-1,1,-1
doc003572,1,-1,-1,-1
doc003573,1,-1,-1,1
doc003574,1,-1,-1,1
doc003575,-1,-1,1,-1
doc003576,1,-1,-1,1
doc003577,-1,-1,1,-1
doc003578,-1,-1,1,-1
doc003579,-1,-1,1,-1
doc003580,-1,-1,1,-1
doc003581,-1,-1,1,-1
doc003582,-1,-1,1,-1
doc003583,1,-1,-1,-1
doc003584,-1,1,-1,-1
doc003585,1,-1,-1,1
doc003586,-1,-1,1,-1
doc003587,-1,-1,1,-1
doc003588,1,-1,-1,-1
doc003589,-1,-1,1,-1
doc003590,1,-1,-1,-1
doc003591,-1,1,-1,-1
doc003592,1,-1,-1,-1
doc003593,-1,-1,1,-1
doc003594,-1,1,-1,-1
doc003595,-1,1,-1,-1
doc003596,1,-1,-1,-1
doc003597,-1,1,-1,-1
doc003598,-1,1,-1,-1
doc003599,-1,1,-1,-1
doc003600,-1,1,-1,-1
doc003601,-1,1,-1,-1
doc003602,-1,-1,1,-1
doc003603,-1,1,-1,-1
doc003604,-1,-1,1,-1
doc003605,-1,1,-1,-1
doc003606,-1,1,-1,-1
doc003607,-1,-1,1,-1
doc003608,-1,1,-1,-1
doc003609,-1,1,-1,-1
doc003610,-1,1,-1,-1
doc003611,-1,1,-1,-1
doc003612,-1,-1,-1,-1
doc003613,-1,-1,-1,-1
doc003614,1,-1,1,-1
doc003615,1,-1,1,-1
doc003616,-1,-1,1,-1
doc003617,-1,-1,1,-1
doc003618,-1,-1,-1,-1
doc003619,-1,-1,1,-1
doc003620,-1,-1,-1,-1
doc003621,-1,-1,-1,-1
doc003622,-1,1,-1,-1
doc003623,-1,1,-1,-1
doc003624,-1,-1,-1,-1
doc003625,-1,1,-1,-1
doc003626,-1,-1,-1,-1
doc003627,-1,-1,-1,-1
doc003628,-1,1,-1,-1
doc003629,1,1,-1,-1
doc003630,-1,-1,-1,-1
doc003631,-1,-1,-1,-1
doc003632,-1,1,-1,-1
doc003633,-1,-1,1,-1
doc003634,-1,-1,-1,-1
doc003635,-1,-1,-1,-1
doc003636,-1,-1,-1,-1
doc003637,-1,1,-1,-1
doc003638,-1,1,-1,-1
doc003639,-1,-1,-1,-1
doc003640,1,-1,1,-1
doc003641,-1,1,-1,-1
doc003642,-1,-1,-1,-1
doc003643,-1,-1,-1,-1
doc003644,-1,-1,-1,-1
doc003645,1,-1,-1,1
doc003646,1,1,-1,-1
doc003647,-1,1,-1,-1
doc003648,-1,1,-1,-1
doc003649,1,-1,-1,1
doc003650,1,-1,-1,1
doc003651,1,-1,-1,1
doc003652,-1,1,-1,-1
doc003653,1,-1,-1,1
doc003654,-1,1,-1,-1
doc003655,-1,1,-1,-1
doc003656,-1,1,-1,-1
doc003657,-1,1,-1,-1
doc003658,-1,-1,-1,-1
doc003659,-1,1,-1,-1
doc003660,1,-1,-1,-1
doc003661,-1,1,-1,-1
doc003662,-1,-1,1,-1
doc003663,-1,-1,1,-1
doc003664,1,1,-1,-1
doc003665,1,-1,-1,-1
doc003666,1,1,-1,-1
doc003667,-1,1,-1,-1
doc003668,-1,1,-1,-1
doc003669,-1,-1,1,-1
doc003670,-1,-1,1,-1
doc003671,1,-1,1,-1
doc003672,-1,-1,1,-1
doc003673,-1,1,-1,-1
doc003674,-1,-1,1,-1
doc003675,-1,1,-1,-1
doc003676,-1,-1,1,-1
doc003677,-1,-1,1,-1
doc003678,-1,1,-1,-1
doc003679,-1,1,-1,-1
doc003680,-1,-1,-1,-1
doc003681,-1,-1,1,-1
doc003682,-1,1,-1,-1
doc003683,-1,-1,1,-1
doc003684,1,-1,-1,-1
doc003685,1,-1,-1,-1
doc003686,-1,-1,1,-1
doc003687,-1,1,-1,-1
doc003688,-1,-1,1,-1
doc003689,-1,-1,1,-1
doc003690,1,-1,-1,-1
doc003691,-1,-1,1,-1
doc003692,-1,-1,1,-1
doc003693,1,-1,-1,-1
doc003694,-1,-1,1,-1
doc003695,-1,1,-1,-1
doc003696,-1,-1,-1,-1
doc003697,-1,-1,1,-1
doc003698,1,-1,-1,-1
doc003699,-1,-1,1,-1
doc003700,-1,-1,1,-1
doc003701,-1,-1,-1,-1
doc003702,-1,-1,-1,-1
doc003703,-1,-1,1,-1
doc003704,-1,-1,-1,-1
doc003705,1,-1,-1,-1
doc003706,-1,-1,1,-1
doc003707,-1,-1,1,-1
doc003708,-1,-1,-1,-1
doc003709,-1,-1,1,-1
doc003710,-1,-1,1,-1
doc003711,-1,1,-1,-1
doc003712,-1,1,-1,-1
doc003713,-1,-1,1,-1
doc003714,1,-1,-1,-1
doc003715,1,-1,-1,-1
doc003716,1,-1,-1,-1
doc003717,-1,1,-1,-1
doc003718,-1,-1,1,-1
doc003719,1,-1,-1,-1
doc003720,1,-1,-1,-1
doc003721,-1,-1,-1,-1
doc003722,-1,-1,1,-1
doc003723,-1,-1,1,-1
doc003724,-1,1,-1,-1
doc003725,-1,-1,1,-1
doc003726,-1,-1,1,-1
doc003727,-1,-1,1,-1
doc003728,-1,-1,1,-1
doc003729,-1,-1,1,-1
doc003730,-1,-1,1,-1
doc003731,-1,-1,1,-1
doc003732,-1,-1,1,-1
doc003733,-1,-1,1,-1
doc003734,-1,-1,1,-1
doc003735,-1,-1,1,-1
doc003736,-1,-1,1,-1
doc003737,-1,-1,1,-1
doc003738,-1,-1,1,-1
doc003739,-1,-1,1,-1
doc003740,1,1,-1,-1
doc003741,-1,-1,1,-1
doc003742,1,1,-1,-1
doc003743,-1,-1,1,-1
doc003744,-1,-1,1,-1
doc003745,-1,-1,1,-1
doc003746,-1,-1,1,-1
doc003747,-1,-1,1,-1
doc003748,-1,-1,1,-1
doc003749,-1,-1,1,-1
doc003750,-1,-1,1,-1
doc003751,-1,-1,-1,-1
doc003752,-1,-1,-1,-1
doc003753,-1,-1,-1,-1
doc003754,-1,-1,1,-1
doc003755,-1,-1,1,-1
doc003756,-1,1,-1,-1
doc003757,-1,-1,1,-1
doc003758,-1,-1,1,-1
doc003759,-1,1,-1,-1
doc003760,-1,1,-1,-1
doc003761,-1,-1,-1,-1
doc003762,-1,-1,-1,-1
doc003763,-1,-1,-1,-1
doc003764,1,-1,-1,-1
doc003765,-1,-1,1,-1
doc003766,-1,-1,-1,-1
doc003767,-1,-1,1,-1
doc003768,-1,-1,-1,-1
doc003769,1,-1,1,-1
doc003770,-1,-1,1,-1
doc003771,-1,-1,1,-1
doc003772,1,-1,-1,-1
doc003773,1,-1,-1,-1
doc003774,1,-1,1,-1
doc003775,-1,-1,-1,-1
doc003776,-1,-1,-1,-1
doc003777,-1,-1,1,-1
doc003778,1,-1,-1,-1
doc003779,-1,-1,1,-1
doc003780,1,-1,-1,-1
doc003781,-1,1,-1,-1
doc003782,-1,-1,-1,-1
doc003783,1,-1,-1,-1
doc003784,-1,-1,1,-1
doc003785,1,-1,-1,-1
doc003786,1,-1,-1,-1
doc003787,1,-1,-1,-1
doc003788,1,-1,-1,-1
doc003789,1,-1,-1,-1
doc003790,1,-1,-1,-1
doc003791,-1,-1,-1,-1
doc003792,-1,-1,-1,-1
doc003793,-1,1,-1,-1
doc003794,1,-1,-1,-1
doc003795,-1,1,-1,-1
doc003796,1,-1,-1,-1
doc003797,-1,1,-1,-1
doc003798,1,-1,-1,-1
doc003799,-1,1,-1,-1
doc003800,-1,-1,1,-1
doc003801,1,-1,-1,-1
doc003802,-1,1,-1,-1
doc003803,-1,-1,-1,-1
doc003804,1,-1,-1,-1
doc003805,-1,1,-1,-1
doc003806,-1,-1,1,-1
doc003807,-1,-1,-1,-1
doc003808,-1,-1,-1,-1
doc003809,1,1,-1,-1
doc003810,-1,-1,-1,-1
doc003811,-1,-1,1,-1
doc003812,-1,-1,-1,-1
doc003813,1,-1,-1,-1
doc003814,1,-1,-1,-1
doc003815,1,-1,-1,-1
doc003816,1,1,-1,-1
doc003817,1,-1,-1,-1
doc003818,1,-1,-1,-1
doc003819,1,-1,-1,-1
doc003820,1,-1,1,-1
doc003821,1,-1,1,-1
doc003822,1,-1,-1,-1
doc003823,-1,-1,-1,-1
doc003824,1,-1,1,-1
doc003825,-1,1,-1,-1
doc003826,-1,1,-1,-1
doc003827,-1,1,-1,-1
doc003828,-1,1,-1,-1
doc003829,-1,1,-1,-1
doc003830,-1,1,-1,-1
doc003831,-1,1,-1,-1
doc003832,-1,1,-1,-1
doc003833,-1,1,-1,-1
doc003834,-1,1,-1,-1
doc003835,-1,1,-1,-1
doc003836,1,-1,-1,1
doc003837,-1,1,-1,-1
doc003838,-1,1,-1,-1
doc003839,1,-1,-1,-1
doc003840,1,-1,-1,1
doc003841,1,-1,-1,-1
doc003842,1,-1,-1,-1
doc003843,-1,1,-1,-1
doc003844,1,-1,-1,-1
doc003845,1,-1,-1,1
doc003846,1,-1,1,-1
doc003847,1,-1,-1,1
doc003848,1,1,-1,-1
doc003849,1,-1,-1,-1
doc003850,-1,-1,1,-1
doc003851,1,-1,1,-1
doc003852,1,-1,-1,1
doc003853,-1,-1,1,-1
doc003854,-1,-1,1,-1
doc003855,1,-1,-1,1
doc003856,-1,-1,1,-1
doc003857,-1,-1,1,-1
doc003858,-1,-1,1,-1
doc003859,1,-1,-1,-1
doc003860,-1,1,-1,-1
doc003861,1,-1,-1,1
doc003862,1,1,1,-1
doc003863,-1,1,-1,-1
doc003864,-1,-1,1,-1
doc003865,-1,-1,1,-1
doc003866,-1,-1,1,-1
doc003867,-1,-1,1,-1
doc003868,-1,1,-1,-1
doc003869,-1,-1,1,-1
doc003870,-1,-1,1,-1
doc003871,-1,-1,1,-1
doc003872,-1,-1,1,-1
doc003873,-1,-1,1,-1
doc003874,-1,1,-1,-1
doc003875,-1,-1,-1,-1
doc003876,1,1,1,-1
doc003877,-1,-1,-1,-1
doc003878,-1,1,-1,-1
doc003879,1,-1,-1,1
doc003880,-1,-1,-1,-1
doc003881,-1,-1,1,-1
doc003882,-1,1,-1,-1
doc003883,-1,-1,1,-1
doc003884,1,1,-1,-1
doc003885,-1,1,-1,-1
doc003886,-1,1,-1,-1
doc003887,-1,1,-1,-1
doc003888,-1,-1,1,-1
doc003889,1,-1,-1,-1
doc003890,1,-1,-1,-1
doc003891,-1,-1,1,-1
doc003892,-1,-1,1,-1
doc003893,-1,1,-1,-1
doc003894,1,-1,-1,-1
doc003895,-1,-1,1,-1
doc003896,-1,-1,1,-1
doc003897,1,-1,-1,-1
doc003898,1,-1,1,-1
doc003899,-1,-1,1,-1
doc003900,-1,-1,1,-1
doc003901,-1,-1,1,-1
doc003902,1,-1,-1,1
doc003903,-1,-1,1,-1
doc003904,-1,1,-1,-1
doc003905,-1,-1,1,-1
doc003906,-1,-1,1,-1
doc003907,-1,-1,1,-1
doc003908,-1,-1,1,-1
doc003909,-1,-1,1,-1
doc003910,-1,-1,1,-1
doc003911,-1,-1,1,-1
doc003912,-1,-1,1,-1
doc003913,1,-1,-1,-1
doc003914,-1,-1,1,-1
doc003915,-1,-1,1,-1
doc003916,-1,-1,1,-1
doc003917,-1,-1,-1,-1
doc003918,-1,-1,1,-1
doc003919,-1,-1,1,-1
doc003920,1,-1,-1,1
doc003921,-1,-1,1,-1
doc003922,-1,-1,1,-1
doc003923,1,-1,-1,1
doc003924,1,-1,-1,1
doc003925,-1,-1,1,-1
doc003926,1,-1,-1,1
doc003927,-1,-1,-1,-1
doc003928,-1,-1,1,-1
doc003929,-1,-1,1,-1
doc003930,-1,-1,1,-1
doc003931,1,-1,-1,-1
doc003932,1,-1,-1,-1
doc003933,1,-1,-1,1
doc003934,-1,1,-1,-1
doc003935,-1,-1,1,-1
doc003936,-1,-1,1,-1
doc003937,-1,-1,1,-1
doc003938,1,-1,-1,-1
doc003939,1,-1,-1,-1
doc003940,1,1,-1,-1
doc003941,-1,-1,1,-1
doc003942,-1,-1,1,-1
doc003943,-1,-1,1,-1
doc003944,1,-1,-1,1
doc003945,-1,-1,1,-1
doc003946,1,-1,-1,1
doc003947,1,-1,1,-1
doc003948,-1,-1,1,-1
doc003949,-1,-1,1,-1
doc003950,-1,-1,1,-1
doc003951,-1,1,1,-1
doc003952,1,-1,1,-1
doc003953,1,-1,-1,-1
doc003954,1,-1,-1,-1
doc003955,-1,-1,1,-1
doc003956,1,-1,-1,-1
doc003957,-1,-1,1,-1
doc003958,-1,-1,1,-1
doc003959,1,-1,-1,-1
doc003960,1,-1,-1,-1
doc003961,1,-1,-1,-1
doc003962,1,-1,-1,1
doc003963,1,-1,-1,-1
doc003964,-1,-1,1,-1
doc003965,1,1,-1,1
doc003966,1,-1,-1,-1
doc003967,1,-1,-1,-1
doc003968,-1,-1,1,-1
doc003969,-1,-1,1,-1
doc003970,-1,-1,1,-1
doc003971,1,-1,-1,-1
doc003972,-1,1,-1,-1
doc003973,-1,-1,1,-1
doc003974,1,-1,-1,-1
doc003975,1,-1,-1,1
doc003976,-1,1,-1,-1
doc003977,1,-1,-1,-1
doc003978,1,-1,-1,-1
doc003979,-1,-1,1,-1
doc003980,1,-1,-1,1
doc003981,-1,-1,1,-1
doc003982,1,-1,-1,1
doc003983,1,-1,1,-1
doc003984,1,-1,-1,-1
doc003985,-1,1,-1,-1
doc003986,1,-1,-1,-1
doc003987,-1,-1,1,-1
doc003988,-1,-1,1,-1
doc003989,-1,-1,1,-1
doc003990,1,-1,-1,-1
doc003991,-1,-1,-1,-1
doc003992,1,-1,-1,-1
doc003993,-1,-1,1,-1
doc003994,-1,-1,1,-1
doc003995,-1,-1,1,-1
doc003996,1,-1,-1,1
doc003997,1,-1,-1,-1
doc003998,-1,-1,1,-1
doc003999,-1,-1,1,-1
doc004000,1,-1,-1,-1
doc004001,-1,-1,1,-1
doc004002,1,-1,-1,1
doc004003,-1,-1,1,-1
doc004004,1,-1,-1,-1
doc004005,1,-1,-1,-1
doc004006,1,-1,-1,-1
doc004007,1,1,-1,-1
doc004008,-1,-1,1,-1
doc004009,-1,-1,-1,-1
doc004010,1,-1,1,-1
doc004011,1,-1,1,-1
doc004012,-1,1,-1,-1
doc004013,-1,1,-1,-1
doc004014,1,1,-1,-1
doc004015,-1,-1,-1,-1
doc004016,-1,1,-1,-1
doc004017,-1,1,-1,-1
doc004018,-1,1,-1,-1
doc004019,-1,1,-1,-1
doc004020,-1,1,-1,-1
doc004021,-1,-1,-1,-1
doc004022,-1,-1,1,-1
doc004023,-1,-1,1,-1
doc004024,-1,-1,1,-1
doc004025,-1,-1,1,-1
doc004026,1,-1,-1,-1
doc004027,1,-1,-1,-1
doc004028,-1,1,-1,-1
doc004029,-1,-1,1,-1
doc004030,-1,1,-1,-1
doc004031,-1,1,-1,-1
doc004032,-1,-1,1,-1
doc004033,-1,1,-1,-1
doc004034,1,-1,-1,-1
doc004035,-1,1,-1,-1
doc004036,1,-1,-1,1
doc004037,-1,1,-1,-1
doc004038,-1,1,-1,-1
doc004039,-1,-1,1,-1
doc004040,-1,-1,1,-1
doc004041,1,-1,-1,-1
doc004042,-1,1,-1,-1
doc004043,1,-1,1,-1
doc004044,-1,1,-1,-1
doc004045,1,-1,-1,1
doc004046,-1,1,-1,-1
doc004047,1,-1,1,1
doc004048,1,-1,-1,-1
doc004049,1,-1,-1,1
doc004050,-1,-1,-1,-1
doc004051,1,-1,-1,-1
doc004052,-1,1,-1,-1
doc004053,1,-1,-1,-1
doc004054,-1,-1,-1,-1
doc004055,-1,-1,-1,-1
doc004056,-1,-1,-1,-1
doc004057,-1,-1,-1,-1
doc004058,1,-1,-1,1
doc004059,-1,-1,-1,-1
doc004060,-1,-1,-1,-1
doc004061,-1,-1,-1,-1
doc004062,-1,-1,-1,-1
doc004063,-1,-1,-1,-1
doc004064,-1,-1,-1,-1
doc004065,-1,-1,-1,-1
doc004066,-1,-1,-1,-1
doc004067,-1,-1,-1,-1
doc004068,-1,1,-1,-1
doc004069,-1,-1,-1,-1
doc004070,-1,-1,1,-1
doc004071,1,-1,-1,1
doc004072,-1,-1,-1,-1
doc004073,-1,-1,-1,-1
doc004074,1,-1,-1,1
doc004075,-1,-1,-1,-1
doc004076,-1,-1,-1,-1
doc004077,-1,1,-1,-1
doc004078,1,-1,-1,-1
doc004079,-1,-1,1,-1
doc004080,-1,1,-1,-1
doc004081,-1,-1,1,-1
doc004082,-1,-1,1,-1
doc004083,-1,-1,-1,-1
doc004084,-1,-1,-1,-1
doc004085,-1,1,-1,-1
doc004086,-1,-1,-1,-1
doc004087,-1,-1,-1,-1
doc004088,-1,-1,-1,-1
doc004089,-1,-1,-1,-1
doc004090,-1,-1,-1,-1
doc004091,-1,-1,-1,-1
doc004092,1,-1,-1,-1
doc004093,-1,1,-1,-1
doc004094,-1,-1,-1,-1
doc004095,-1,-1,1,-1
doc004096,-1,-1,-1,-1
doc004097,-1,-1,1,-1
doc004098,-1,-1,-1,-1
doc004099,-1,1,-1,-1
doc004100,-1,-1,-1,-1
doc004101,-1,-1,-1,-1
doc004102,-1,-1,-1,-1
doc004103,-1,1,-1,-1
doc004104,1,1,1,-1
doc004105,-1,-1,1,-1
doc004106,-1,-1,1,-1
doc004107,-1,-1,-1,-1
doc004108,-1,1,-1,-1
doc004109,-1,-1,1,-1
doc004110,-1,-1,1,-1
doc004111,-1,-1,-1,-1
doc004112,-1,1,-1,-1
doc004113,1,-1,-1,-1
doc004114,-1,-1,-1,-1
doc004115,-1,-1,1,-1
doc004116,-1,-1,-1,-1
